Likely to Change Occupation,Geographic Mobility,Professional Networks,Job Satisfaction,Work-Life Balance,Skills Gap,Salary,Job Security,Years of Experience,Age,Job Opportunities,Industry Growth Rate
1,1,4,1,4,10,69604,1,28,36,72,High
0,1,8,5,3,1,114481,5,28,31,77,Low
0,1,6,10,1,6,55212,2,13,46,74,High
1,0,5,7,5,7,195232,1,10,23,79,Medium
1,0,8,1,10,4,45564,4,34,50,28,Medium
1,1,4,2,4,7,106992,3,20,24,35,Low
0,0,4,5,9,8,115722,5,0,47,47,Medium
1,0,9,9,1,4,192966,1,17,24,82,Low
1,1,10,4,10,8,91327,5,6,22,82,Medium
1,0,10,6,7,1,194910,7,33,47,56,High
1,0,1,5,9,2,33380,1,35,24,59,Low
1,0,10,3,10,7,171170,2,31,41,72,Medium
1,0,9,5,8,6,87908,3,23,42,10,Medium
1,0,6,3,6,8,147379,4,28,26,11,Medium
0,0,6,9,6,9,84945,10,0,36,70,Medium
1,0,3,7,2,8,155076,8,22,37,26,High
0,0,9,5,6,6,157125,3,27,56,53,Low
1,1,6,3,8,6,63436,4,35,35,4,Medium
0,1,9,7,1,3,137006,5,21,57,84,Low
1,0,3,5,7,4,35711,9,24,44,99,High
0,0,3,9,8,7,95796,1,27,23,6,High
0,1,8,10,6,7,142017,7,9,49,36,Medium
0,0,7,9,8,4,164559,3,10,49,35,High
1,0,6,6,10,7,197379,4,26,50,57,High
1,0,2,1,1,6,113775,2,39,53,88,Low
1,0,10,2,2,8,105083,7,8,47,43,High
0,0,7,8,2,5,133172,8,7,52,70,Low
1,1,6,3,5,7,167990,5,34,33,85,Low
1,0,5,2,4,7,126606,1,1,44,1,Low
0,1,1,5,6,6,70593,1,23,34,6,Medium
0,1,1,7,7,1,171620,3,29,28,4,Medium
0,0,5,7,8,6,185064,6,1,51,9,High
1,1,2,1,9,6,146675,6,26,42,39,Low
0,0,9,5,6,5,94453,10,21,27,18,Medium
1,1,5,1,3,9,133816,7,20,24,6,Medium
1,0,3,4,10,7,165038,7,12,20,44,High
0,0,4,10,2,3,61002,7,10,32,11,High
0,0,4,10,9,5,127199,8,28,25,68,High
1,0,3,4,10,5,140380,6,19,36,65,Low
1,0,5,2,10,7,189258,9,10,25,31,Medium
0,0,6,5,5,2,119191,2,16,54,50,High
0,0,3,10,10,8,192098,5,37,23,75,High
1,0,5,1,2,3,161171,3,17,33,72,Low
0,0,10,10,6,10,166865,1,20,54,72,Medium
1,0,8,10,4,7,36416,8,36,49,99,Medium
0,0,5,6,3,7,83461,1,19,48,33,Low
1,0,9,4,1,7,173840,7,29,22,75,Medium
1,1,3,5,6,7,157107,5,20,45,82,Medium
0,1,10,5,9,2,109516,9,11,59,70,Low
0,0,9,10,9,7,145888,7,29,48,11,Low
1,0,6,7,1,8,164023,9,16,23,97,Low
0,0,8,5,1,3,102529,2,37,25,96,Low
1,0,7,2,7,8,80663,6,11,27,98,Medium
0,0,6,6,1,5,132826,6,36,48,34,Low
1,1,6,5,6,1,190500,1,18,24,57,High
0,0,9,5,9,3,194173,2,14,59,71,Low
0,0,8,9,3,8,187433,6,18,44,43,Low
0,1,1,9,5,3,50647,8,21,46,89,Medium
1,0,5,2,3,6,152990,10,0,42,55,Medium
0,0,6,9,2,6,124978,6,23,40,10,High
1,0,7,5,3,8,137082,5,36,42,74,Medium
1,1,8,2,9,2,39969,3,30,30,28,Medium
1,0,1,3,5,10,83159,5,14,27,91,Medium
1,1,10,3,4,7,78922,2,26,42,24,Medium
0,0,1,10,7,2,85755,8,0,32,26,Medium
0,1,9,10,2,2,190828,8,16,57,61,Low
1,0,10,3,7,9,155488,3,31,56,70,High
0,1,3,9,8,1,128645,6,15,38,86,Low
0,0,3,8,8,10,166485,1,21,45,23,High
0,0,3,8,2,7,190575,9,16,52,31,Medium
1,0,10,1,7,2,138771,3,36,24,57,Low
0,0,3,8,7,8,176107,5,33,30,13,High
1,0,9,6,2,9,47892,3,21,33,69,Medium
0,1,4,6,8,10,52514,4,35,29,31,Low
1,1,10,6,7,3,46299,1,18,37,16,Low
1,0,5,3,5,3,188961,2,25,23,12,Medium
0,0,8,5,8,8,133718,7,20,36,44,Medium
0,0,8,7,10,4,194695,4,14,40,85,High
1,0,8,2,6,2,168783,9,26,51,83,Low
1,1,3,8,1,9,167351,3,21,46,29,Low
0,0,5,9,2,7,166476,3,37,39,84,High
0,0,3,8,6,8,53498,4,12,21,86,Medium
0,0,4,8,9,4,187040,7,28,37,51,Low
1,0,4,9,8,4,169285,4,22,31,60,Medium
1,0,9,10,3,1,180889,7,27,22,69,High
1,0,7,4,10,5,141966,5,4,30,98,High
0,0,4,7,2,7,68370,8,24,47,30,Low
0,0,2,8,4,1,101854,1,32,25,76,High
0,1,8,10,4,2,54127,5,28,51,32,High
0,1,9,5,9,6,126641,5,39,50,57,Medium
1,0,7,8,6,9,37638,1,35,52,33,High
0,0,1,8,6,6,192092,4,24,36,91,High
1,1,1,1,9,8,177986,1,36,46,13,High
1,1,8,2,10,1,167371,7,29,36,71,Low
1,0,7,3,10,6,91272,4,4,21,61,High
0,1,1,8,10,7,84234,4,4,47,89,High
1,0,7,1,7,7,98566,9,12,55,71,Low
1,0,2,1,5,10,56457,1,25,46,37,Medium
1,0,6,1,9,4,147623,10,35,44,50,Low
0,1,7,10,2,7,113943,1,14,36,87,Medium
0,0,10,8,1,3,130522,8,11,44,48,Low
0,1,1,6,8,3,94106,2,30,40,21,Low
0,0,3,5,8,2,117982,8,19,21,11,High
1,1,8,1,6,1,176226,7,33,41,86,Low
1,0,2,3,7,3,42712,4,14,42,32,Medium
1,1,2,3,9,7,139785,3,10,35,16,Medium
1,0,5,3,1,8,86796,7,3,55,77,Low
0,0,4,9,1,7,158715,7,38,37,93,High
0,0,9,7,1,4,101485,6,30,32,92,Medium
1,0,7,7,3,8,99750,4,13,30,11,High
0,0,8,9,2,10,97182,6,4,33,24,High
0,1,10,7,8,7,99791,3,19,33,19,Medium
1,0,3,1,6,3,106881,1,23,57,72,Medium
1,1,5,2,6,7,77905,2,17,58,85,Low
1,0,8,3,8,1,87378,7,30,53,48,Medium
0,0,2,6,7,1,149869,6,28,36,58,High
0,1,6,9,4,5,180978,1,15,48,24,Medium
1,1,6,3,7,10,102037,2,2,49,47,High
1,0,7,7,6,6,182292,3,11,39,73,Medium
0,1,5,8,3,3,175574,5,7,56,85,Medium
1,0,7,2,3,4,198337,7,34,49,50,High
0,1,9,7,6,10,75713,8,20,24,35,Medium
1,0,8,2,5,1,100522,4,1,26,70,Low
1,0,10,8,9,7,126420,7,16,26,58,Low
1,1,3,1,5,5,56646,9,19,46,32,High
0,0,1,6,9,6,190605,10,5,41,91,Low
0,0,9,6,7,5,124346,9,1,57,98,High
1,0,10,10,7,10,74902,4,16,27,61,High
1,0,6,3,2,1,181755,9,10,25,29,Low
0,0,10,8,3,8,72383,8,6,26,71,High
1,0,3,3,7,5,81372,3,0,29,26,Medium
1,1,4,1,10,4,36206,10,1,41,20,Low
1,0,8,1,7,3,118217,4,39,21,55,Medium
1,0,6,1,1,6,186461,9,21,27,42,Medium
0,0,8,8,3,8,154042,3,16,43,22,Medium
1,0,6,5,4,1,38131,8,16,58,20,Medium
0,0,4,6,3,8,129319,6,22,35,69,Low
0,0,1,10,5,2,120907,5,2,48,48,Medium
1,1,5,2,4,10,175967,7,24,35,84,Low
0,0,7,6,4,5,61374,3,10,52,100,Low
1,0,5,3,6,10,62916,9,13,39,27,Medium
1,1,10,2,7,8,152073,3,31,49,45,Low
0,0,9,9,2,6,182726,8,7,27,10,Medium
0,1,6,5,3,10,112398,9,24,50,63,Medium
0,0,9,10,4,6,133665,4,24,38,84,Low
1,1,1,3,9,3,184733,5,4,41,79,Medium
1,0,2,3,4,3,126748,5,35,40,40,Low
1,0,4,10,3,4,68870,6,13,30,96,High
0,1,9,9,4,1,183805,4,16,37,87,Medium
1,0,7,4,9,10,153193,5,37,55,77,High
0,1,10,9,10,4,75482,6,39,39,31,High
1,0,2,2,5,6,58043,1,4,24,100,Low
0,0,8,7,9,6,82838,8,5,59,2,Low
0,0,8,5,1,10,122904,8,20,30,7,High
0,0,1,8,1,2,66219,3,8,48,14,High
0,1,7,9,5,5,173599,2,27,26,93,Medium
0,0,8,9,3,7,128771,9,25,41,82,Medium
1,1,4,1,1,4,113037,1,30,25,90,High
0,0,4,5,8,4,52693,2,14,49,36,High
0,1,3,5,4,2,141101,7,20,44,65,High
1,0,10,3,10,10,195644,3,5,56,90,Low
1,1,5,4,3,5,97743,4,15,25,97,Low
0,0,2,7,10,10,110029,2,14,32,53,Low
1,1,8,3,1,1,120025,3,13,59,33,High
1,1,9,9,1,10,154207,3,26,55,98,High
1,1,10,7,4,10,91613,3,14,42,13,Medium
1,1,8,3,3,6,132280,3,5,35,74,High
0,0,8,6,2,1,89436,9,22,55,25,Low
0,0,8,7,7,8,171091,6,36,41,75,High
0,1,5,9,7,6,88057,5,19,53,49,High
1,0,9,1,9,3,101096,7,32,56,10,Low
1,0,10,10,7,4,80461,2,11,53,31,Low
0,1,9,5,3,10,185383,1,21,25,40,Medium
1,1,1,8,9,10,48729,1,30,53,80,Medium
0,0,4,10,4,3,81745,2,36,30,49,Low
0,1,5,5,9,8,61523,9,15,47,27,High
1,0,8,1,8,7,48239,10,1,38,89,High
1,0,1,3,7,9,138077,4,9,33,70,Medium
1,0,2,3,10,4,178818,9,32,39,49,High
1,1,10,2,7,3,182759,5,10,49,34,High
0,1,8,5,1,1,95550,8,16,38,76,Medium
0,0,7,8,2,5,159699,9,38,53,34,High
0,0,9,6,8,2,162379,2,17,52,84,Low
0,0,9,7,8,7,84426,2,38,41,48,High
1,1,2,1,6,9,115371,1,29,25,14,Low
1,0,7,4,3,7,122180,9,30,24,79,High
1,0,8,8,1,7,84253,6,1,43,79,Low
0,1,3,5,10,4,116371,2,14,22,9,Low
1,1,1,9,3,8,134052,2,35,37,71,Medium
1,0,3,2,9,7,179604,1,39,23,15,High
1,0,8,4,7,2,53271,7,33,29,13,Low
0,1,10,10,8,7,145995,7,3,34,38,High
1,0,3,4,6,9,171184,3,0,20,73,High
0,0,5,9,6,7,61470,2,29,52,3,Low
1,1,9,5,9,6,196607,2,11,46,71,High
0,0,5,6,4,9,51451,5,36,22,92,High
1,0,4,2,9,7,196006,8,39,40,24,Medium
1,0,9,8,2,8,35846,9,0,37,50,Medium
1,1,2,3,6,9,170128,2,6,45,87,Medium
1,0,7,1,4,10,86841,7,36,59,93,Medium
1,0,3,2,2,4,143243,7,4,40,21,Medium
0,0,5,9,7,10,61455,5,28,20,63,Medium
1,0,3,8,10,7,147578,3,33,24,28,Medium
0,1,6,6,2,10,89783,9,11,52,17,Medium
0,0,1,7,2,8,57593,1,18,34,16,Low
0,1,2,10,5,9,69078,5,29,23,55,Low
1,0,6,9,7,3,35168,6,20,48,40,Medium
1,1,1,4,3,7,152671,1,27,41,90,High
0,0,9,7,4,6,67765,8,1,33,82,High
0,0,3,5,6,2,81877,3,36,20,6,High
1,0,4,1,5,1,185933,1,19,32,6,Medium
1,0,3,1,1,5,169896,9,30,28,25,Medium
1,0,4,6,6,6,46754,2,11,25,61,High
1,0,8,10,8,1,30029,1,22,22,58,Low
0,1,4,9,1,7,81781,7,5,53,12,Low
1,0,10,4,9,4,171701,3,31,35,31,Low
0,0,7,10,5,8,184789,5,28,57,62,Medium
0,0,6,6,2,10,177284,9,7,25,92,High
0,1,6,6,3,4,187805,8,14,56,42,Medium
1,0,9,4,10,6,76505,4,15,23,95,High
1,1,7,4,10,10,87378,7,9,59,17,Low
0,1,7,7,6,10,75689,2,37,51,92,Low
1,0,9,7,10,2,161980,1,18,28,33,Medium
1,0,2,3,9,5,87002,3,20,32,47,Low
0,0,7,6,9,7,173409,9,36,50,91,Medium
0,1,5,8,2,4,115701,1,35,24,92,Medium
0,0,7,7,5,6,164125,5,0,24,81,High
1,0,4,3,4,5,70535,1,10,45,30,High
1,0,10,3,4,4,162182,5,9,43,15,High
1,0,10,6,2,1,71759,10,22,39,40,Medium
1,0,10,4,7,3,145543,7,20,36,97,High
1,1,9,1,5,4,104358,4,5,28,47,Low
0,0,2,7,7,2,149272,10,10,26,46,Low
1,0,8,1,1,5,82172,8,35,25,24,High
1,0,5,7,5,10,47777,9,6,31,42,Medium
0,0,8,7,6,6,161074,1,30,32,21,Medium
1,0,6,1,7,5,159926,9,15,56,86,High
1,0,4,1,7,6,79018,10,17,29,18,Low
0,0,2,10,1,1,155321,3,17,40,68,High
0,1,3,6,7,9,53001,1,30,35,35,High
0,0,10,10,4,4,100233,6,31,33,6,Medium
1,1,6,8,7,5,40276,1,27,40,98,Medium
0,0,1,7,1,3,153461,9,10,43,52,High
1,0,10,4,3,6,194534,10,36,29,37,High
1,0,4,3,6,9,176826,4,6,33,13,High
1,0,7,7,5,9,156695,8,3,30,81,Medium
1,0,6,2,1,4,182118,2,5,33,86,Medium
1,1,8,6,9,10,137306,1,2,31,100,Medium
1,1,6,4,10,8,192026,6,35,59,12,Low
0,1,3,8,8,2,115094,3,15,56,83,Low
1,0,4,4,5,10,123713,6,38,56,98,Medium
1,0,1,8,7,2,42431,8,35,50,1,Medium
0,0,1,10,9,2,141544,10,16,44,87,Low
1,0,2,2,8,9,45830,3,32,41,38,High
0,1,9,7,3,3,77246,4,21,48,75,Medium
0,0,1,7,5,1,166636,9,33,52,67,Medium
1,0,5,3,4,10,174200,1,8,20,91,Low
0,0,9,7,3,3,164914,6,22,33,2,Medium
0,0,9,8,10,8,198312,2,39,43,90,Low
0,1,3,10,5,1,175398,3,15,23,75,High
1,0,6,2,9,5,49381,2,1,35,93,Low
0,0,3,10,9,8,196024,1,5,36,3,Medium
1,0,3,8,4,1,136960,1,23,29,32,High
0,0,9,5,8,8,142831,10,0,21,77,High
1,0,9,2,4,7,35346,6,24,30,66,High
0,1,10,10,8,4,125902,8,23,34,69,Low
0,0,10,6,1,8,88498,7,19,21,98,Low
1,1,5,3,1,10,30034,3,12,40,80,High
1,0,3,2,7,2,195273,3,8,26,23,Medium
1,0,7,4,5,6,172915,10,29,40,35,Low
0,1,9,7,1,4,123174,4,33,56,2,Low
1,0,4,1,8,9,189499,7,34,39,42,High
1,1,4,4,8,3,116903,5,10,57,74,Low
0,0,3,7,9,3,76509,9,2,25,56,Low
1,0,5,1,9,6,180345,4,10,22,94,Medium
1,0,3,9,8,1,43829,5,15,25,3,Low
1,1,6,2,1,1,76213,3,12,48,4,Low
1,0,9,3,5,7,120484,9,4,29,62,Low
1,0,6,8,5,4,145742,7,1,36,16,Low
1,0,4,10,3,9,46644,3,20,25,46,Low
0,1,5,10,9,8,96219,3,3,29,59,Low
0,1,5,5,2,9,102066,5,32,23,71,Medium
1,0,4,8,8,2,77247,4,5,33,37,Low
1,0,6,1,10,4,186986,4,13,33,93,Medium
1,0,8,1,2,5,199512,8,4,35,66,High
0,0,5,6,9,2,197616,6,14,27,58,Medium
0,0,4,6,7,4,110031,4,38,56,13,Low
0,1,9,5,10,8,60349,9,7,55,99,Low
0,1,7,7,4,7,148650,8,20,41,56,High
1,0,8,7,6,9,31282,4,26,28,37,Medium
0,1,5,10,4,7,125073,4,23,20,37,Low
1,0,2,4,6,7,36527,7,31,44,50,Medium
1,1,5,4,8,3,86019,5,23,28,54,High
1,0,2,5,2,10,167440,9,24,55,3,Low
0,0,9,10,6,3,199921,9,38,35,30,Low
1,0,4,4,8,8,38061,5,7,47,42,Medium
1,0,1,5,6,9,72365,2,5,54,94,Low
0,0,5,7,8,8,149913,2,38,46,79,High
1,0,8,2,10,3,94352,6,26,29,28,High
1,0,9,1,6,5,171384,1,12,24,80,Low
1,0,10,2,8,6,156789,6,1,53,2,Medium
1,0,4,1,10,3,133083,5,12,55,45,High
0,0,4,5,10,3,56246,2,6,59,46,High
0,0,3,5,6,10,191934,8,2,56,82,High
1,0,3,1,7,9,191017,9,26,27,75,Medium
0,0,3,5,3,9,142927,6,5,50,75,High
1,0,8,1,1,3,65287,7,30,26,48,Medium
1,0,2,1,4,9,76437,3,10,58,1,High
1,0,5,3,5,2,136773,4,23,42,47,High
1,0,9,6,7,2,34274,5,30,31,73,Low
1,0,3,2,8,1,72699,10,34,38,30,High
1,1,10,4,1,8,105868,4,34,45,73,Low
0,1,1,7,7,6,106631,5,1,21,87,Low
1,0,3,8,10,7,81336,8,28,50,68,Medium
0,1,3,8,5,9,76931,5,0,35,11,High
1,1,10,4,2,1,100395,7,29,28,70,Low
0,0,10,6,3,10,115110,6,33,43,87,High
0,1,10,9,8,4,195808,4,39,41,3,Low
0,0,5,10,9,5,85056,4,20,50,85,High
0,1,7,6,5,3,143419,8,21,52,44,High
1,1,5,2,2,1,188196,5,12,57,8,High
0,1,4,9,10,2,102109,8,25,32,14,High
1,0,7,1,2,9,152577,2,10,33,82,Medium
1,1,8,10,1,6,41889,10,32,51,68,High
0,0,1,10,8,9,116755,8,2,46,44,High
1,0,10,1,5,8,162217,10,13,48,33,Low
0,1,8,7,8,7,117638,10,25,35,53,High
0,0,7,10,3,3,98431,4,18,54,49,Low
1,1,8,1,7,6,100161,9,30,59,14,Medium
0,1,10,7,6,7,83094,4,38,41,100,Medium
1,0,1,2,9,4,122408,3,8,40,37,Medium
1,0,1,4,10,8,104617,3,23,40,59,High
1,1,4,8,6,4,167144,7,35,32,35,Low
1,0,10,3,2,3,85367,2,26,29,80,High
1,0,6,1,7,4,132947,5,37,37,13,Low
0,0,9,5,10,1,56416,2,5,57,19,Low
0,1,4,5,10,9,139511,2,22,43,79,High
0,0,7,10,5,4,73082,8,20,36,58,Medium
0,0,9,9,10,7,77522,10,32,42,56,Low
0,0,6,10,2,10,89636,6,28,53,59,Medium
0,0,7,5,5,5,117556,8,23,42,31,Medium
1,0,5,3,5,9,68470,1,5,31,24,Medium
1,0,5,5,8,3,33664,3,27,32,94,Low
0,0,3,9,3,1,142542,7,6,45,24,Medium
0,0,2,7,5,4,66060,5,11,50,90,Low
0,0,10,10,2,10,99191,10,31,56,13,Low
1,0,3,8,9,10,143444,3,7,40,42,High
1,0,8,4,9,3,119806,9,8,52,96,High
1,1,4,7,1,5,37915,2,30,28,51,High
1,0,10,4,3,9,84479,10,23,37,58,High
0,0,9,7,5,1,90866,3,30,53,45,Medium
1,1,7,3,7,10,57140,2,18,33,75,Low
0,0,6,7,7,2,159028,6,13,21,89,Low
0,0,1,8,1,7,50661,6,27,43,92,Low
0,0,7,9,5,8,62825,2,36,28,50,High
1,0,3,6,5,9,125984,6,8,41,77,Low
0,0,6,7,2,1,189328,2,6,22,77,Medium
1,0,1,1,3,7,57770,8,38,43,31,Medium
0,0,3,10,2,8,97936,10,11,29,90,High
0,0,10,9,4,3,193904,5,7,44,33,High
0,1,9,5,2,3,99055,4,1,47,91,Low
1,0,8,7,4,9,48969,7,8,58,59,Low
0,0,3,9,3,5,197473,7,31,51,51,Low
1,1,8,3,7,5,153685,1,14,43,98,Medium
1,0,6,1,9,10,38806,8,15,42,24,Low
1,0,8,5,7,8,30287,7,4,40,54,Medium
0,0,9,10,1,6,53040,8,24,24,7,Medium
1,0,3,4,4,1,188425,5,24,36,50,Medium
0,0,5,7,9,9,182327,2,38,49,44,Low
1,1,9,1,3,9,53054,1,23,44,66,High
1,1,2,9,5,5,42935,7,24,24,7,High
1,0,2,4,1,4,124933,10,14,42,3,Medium
0,0,1,5,7,9,146790,7,33,40,4,High
1,0,9,2,5,5,34042,4,0,49,82,Medium
1,0,10,4,3,10,133205,5,31,38,41,Low
0,1,4,9,3,1,166375,8,24,44,87,High
1,0,6,1,5,2,195811,8,13,30,64,Medium
1,1,3,8,2,1,177713,3,0,23,55,High
1,0,10,3,7,4,63537,10,16,43,71,High
0,1,4,7,5,10,103841,1,11,41,19,Low
1,0,9,9,2,9,163922,8,38,48,20,Medium
0,0,1,6,10,8,94115,2,0,52,49,Medium
0,1,3,6,2,1,68657,4,15,46,75,Medium
1,1,2,6,6,9,73464,10,13,35,22,Low
0,0,6,7,5,2,128823,2,4,45,37,Medium
0,0,3,7,10,3,107739,8,31,50,17,Low
1,1,6,4,10,1,179498,7,23,34,70,Low
0,0,2,7,3,3,185692,2,23,26,66,Low
1,1,6,4,1,1,162675,5,33,24,78,High
0,0,7,6,4,1,189910,10,29,43,57,High
1,0,10,4,5,6,125514,5,11,26,80,Low
0,0,2,6,10,7,121358,2,31,49,85,Low
0,0,10,9,3,2,52556,7,4,50,43,Low
0,0,10,5,5,8,106332,4,30,40,63,Low
1,0,7,4,4,1,57860,4,19,28,71,Low
0,0,2,9,2,2,190573,7,25,55,22,Low
1,1,6,8,10,6,43489,1,26,47,4,High
1,0,10,1,2,10,68579,1,23,33,83,High
1,1,3,3,9,9,34262,7,15,56,85,Low
1,0,8,3,4,8,71117,2,9,46,72,High
1,1,7,1,2,10,33782,9,13,52,48,High
1,0,3,2,5,6,147332,6,37,47,17,High
0,0,9,6,3,2,175602,7,5,48,27,Medium
0,0,1,10,2,2,129198,1,12,50,31,High
0,0,5,6,1,1,170379,2,16,40,36,Low
1,0,7,8,1,7,144832,1,31,22,59,Medium
1,0,1,4,2,5,80574,9,37,26,15,Medium
1,0,9,1,9,4,109712,1,6,45,80,Low
0,0,9,9,10,4,139436,7,24,27,70,Low
0,1,1,5,9,1,64003,4,19,51,82,Medium
0,0,4,8,2,10,143872,6,22,23,74,Medium
1,0,2,2,5,7,53632,5,3,33,23,High
0,1,7,5,1,6,110880,2,7,25,10,Medium
1,0,1,3,10,7,167133,10,18,23,100,Medium
0,0,4,8,8,5,135428,3,22,32,73,Medium
1,1,8,2,7,7,160763,10,5,30,87,Low
1,0,5,2,6,2,113362,2,30,43,68,Medium
1,0,10,7,5,2,50179,2,0,37,70,Low
1,1,7,4,9,3,71216,6,35,37,21,Low
1,0,2,2,3,6,126461,9,16,46,92,Medium
1,1,5,2,3,2,45334,5,22,28,60,Medium
1,1,6,2,3,7,109629,7,4,25,85,Medium
0,0,9,5,1,1,178227,1,10,39,70,High
0,0,8,5,3,7,186127,7,39,51,5,Medium
1,0,9,8,3,10,89502,4,17,47,55,High
1,0,7,9,9,10,31548,6,0,43,93,Medium
0,0,10,7,8,5,127033,2,6,48,59,Medium
1,0,10,5,8,4,121109,5,1,57,53,Medium
0,0,1,7,7,10,192507,10,0,59,73,Medium
0,0,2,6,8,5,110061,7,25,33,85,Low
0,0,8,9,10,1,130874,9,5,58,7,High
1,1,5,1,1,5,39882,10,31,48,80,High
0,0,8,7,3,5,90147,8,24,30,15,Low
1,0,1,3,2,10,182030,3,34,29,70,Low
1,0,6,2,7,5,191470,4,18,51,26,Medium
0,0,5,9,6,8,97597,1,11,36,29,High
1,0,4,2,1,9,196217,6,29,57,5,High
1,1,6,4,8,10,162625,6,17,28,51,Medium
1,0,9,9,8,9,48676,1,14,49,39,Low
1,0,3,1,8,3,58614,2,32,20,8,Medium
1,0,3,3,9,4,49687,1,25,58,30,Medium
1,0,2,3,2,10,171831,1,24,48,14,High
0,1,4,5,6,2,132179,10,9,51,46,High
0,0,9,6,7,4,80976,9,0,43,86,Low
0,0,1,10,3,3,106991,6,30,50,63,Medium
1,1,8,1,8,4,83394,8,19,21,44,Medium
1,0,7,4,1,6,175773,2,15,56,86,Medium
0,0,7,10,5,9,193758,4,16,22,49,Low
0,1,9,6,3,8,192714,6,23,50,55,Medium
1,1,1,3,9,5,83362,9,8,47,72,High
1,0,9,2,3,8,167011,9,25,56,93,Low
0,0,4,5,10,2,123604,9,6,44,4,Low
1,0,3,6,1,7,177002,4,27,55,75,High
0,1,2,9,10,3,180511,2,5,35,67,Medium
1,1,2,7,4,3,44324,5,13,39,42,Low
1,0,9,4,1,7,58377,2,27,57,67,Low
0,0,5,5,8,1,185560,8,1,33,23,High
0,0,9,10,9,5,93729,2,16,55,9,Low
1,0,7,1,5,6,46875,10,1,59,2,Medium
0,0,8,9,6,7,187798,8,29,28,7,Low
0,1,9,5,9,2,101075,4,8,47,100,Medium
1,1,10,8,1,6,83927,2,34,22,90,Medium
0,0,2,7,2,4,85686,1,6,48,65,Medium
0,0,10,9,7,8,68149,8,31,22,45,High
0,0,8,10,1,3,121977,6,8,44,75,Medium
1,0,10,4,5,10,161881,10,5,51,98,High
1,0,7,9,10,6,188766,4,15,42,85,Medium
1,0,9,8,1,2,39308,7,6,45,40,High
1,0,7,3,2,7,148978,4,1,36,17,High
0,0,1,7,7,2,136376,6,10,29,77,High
0,1,9,6,2,7,196414,4,29,22,7,Low
1,0,2,3,7,3,50009,9,8,27,84,High
1,0,4,3,9,9,136220,4,10,42,63,Low
0,0,8,5,4,9,99280,9,31,38,74,High
1,1,10,9,10,2,45507,7,19,48,5,High
1,1,8,1,10,7,192902,6,35,30,82,High
1,0,7,4,4,7,177211,10,2,56,67,Low
0,0,7,9,2,3,106769,10,11,55,38,High
1,0,1,2,2,10,98551,3,30,20,13,Medium
1,0,6,2,7,10,122584,4,9,58,19,Low
0,1,6,5,6,4,191476,1,6,40,72,Medium
1,0,7,3,1,1,173587,5,24,20,59,Medium
0,0,3,8,1,5,140183,8,29,23,2,Low
0,0,6,7,3,8,58419,5,0,25,79,High
0,1,6,10,1,7,184210,3,21,59,10,Low
1,0,4,2,4,1,91833,9,4,53,95,High
1,0,2,3,6,9,114865,6,39,23,77,Medium
0,0,9,6,5,7,177112,10,16,20,51,High
0,0,4,7,6,8,97048,2,18,29,69,Medium
1,1,2,4,9,4,39807,7,35,25,62,High
0,0,7,7,7,2,183652,8,9,34,34,Low
0,0,5,8,4,5,168836,2,29,36,2,Low
0,1,8,5,3,2,73541,8,16,44,34,Low
1,0,2,4,7,4,94460,10,24,56,59,High
1,0,7,3,8,6,86856,2,15,45,74,Low
0,0,6,8,9,10,168009,6,36,51,1,Medium
1,0,3,4,1,10,134521,5,27,58,2,Medium
1,0,5,4,4,8,156632,7,19,25,96,Low
0,0,4,10,4,7,106965,8,28,49,76,Low
1,0,6,2,10,1,173231,4,7,23,68,High
1,0,2,1,4,3,91025,2,15,42,45,High
0,0,2,5,9,10,189622,9,34,43,96,High
1,1,1,9,5,10,57896,4,30,46,52,High
0,0,1,7,7,2,97674,6,36,41,85,Low
0,1,3,10,10,7,75806,8,18,42,80,Medium
0,0,8,8,4,3,98981,10,31,54,16,Low
0,1,1,5,2,2,122166,7,9,20,22,High
0,0,9,10,1,9,75702,2,23,56,29,High
0,0,4,8,1,6,111875,2,2,51,55,High
1,0,8,1,6,9,45172,4,14,20,62,High
1,0,5,3,4,6,48605,9,9,31,28,Low
1,0,5,1,6,4,162140,3,31,24,72,Medium
1,0,3,9,8,5,98580,9,18,43,24,High
1,0,3,9,5,6,123848,8,21,20,83,High
1,0,3,4,9,3,138573,2,19,45,56,High
0,1,8,7,1,9,65689,3,35,22,26,Medium
0,0,1,5,1,3,172150,6,10,33,97,Medium
1,0,6,3,2,5,169965,2,3,22,65,Medium
0,0,6,9,2,2,55590,5,15,24,34,High
1,0,3,1,10,9,54874,8,39,50,40,High
1,0,9,2,5,2,148758,8,31,50,90,High
1,1,7,1,2,8,109949,5,9,22,68,Low
0,0,3,5,2,7,88623,10,38,43,45,Medium
0,0,1,6,5,2,156317,4,0,32,99,Low
1,0,8,3,4,4,178162,4,31,29,70,Low
1,1,10,3,10,7,115461,9,38,55,71,Medium
1,0,7,2,6,6,108186,9,15,55,97,High
0,1,1,10,4,4,147998,4,17,46,17,Medium
1,1,5,3,6,3,72049,7,36,33,40,Low
1,0,7,1,6,6,91178,7,5,54,93,Low
0,1,9,9,9,2,57923,6,13,37,40,Medium
1,0,6,3,9,6,171877,9,5,44,77,Medium
1,0,10,10,7,10,170847,7,25,36,31,Low
0,0,7,9,4,4,138753,4,5,38,23,High
1,0,3,4,4,3,149720,10,31,43,59,High
